"","text","sentiment"
"15290","Death Toll From Pakistan Tribal Region Blast at 25","Very Negative"
"15291","Powerful Quake Strikes Off Papua New Guinea  Tsunami Alert Wound Back","Neutral"
"15292","12 People Dead After Central China Landslide","Negative"
"15293","Mexico s President to Meet With Trump Amid Populist Pressure at Home","Neutral"
"15294","At Least 32 Killed  50 Injured as Train Derails in India","Very Negative"
"15295","Malaysian Transport Minister to Meet With MH370 Families in Perth","Neutral"
"15296","Strong Quake Hits Solomons  Some Damage but No Tsunami","Neutral"
"15297","Quake of 8 0 Magnitude Strikes Off Papua New Guinea  USGS","Neutral"
"15298","Vietnam Police Arrest Dissident for Propaganda Against State","Very Negative"
"15299","China Investigates Former Local Communist Boss for Bribery","Negative"
"15300","At Least 23 Killed  50 Injured as Train Derails in India","Very Negative"
"15301","At Least 26 Killed as Indian Train Derails","Negative"
"15302","China to Prosecute Former Tianjin Mayor for Suspected Graft","Very Negative"
"15303","Iraqi General s Tour Suggests Tough Fight Ahead in West Mosul","Neutral"
"15304","Playing Politics  Chinese Tourism Under Scrutiny as Lunar New Year Nears","Neutral"
"15305","China Party Paper Says No  Provocation  Can Stop Its Military Drills","Neutral"
"15306","Myanmar s Remote Wa State Suffers as Fewer Chinese Come to Party","Negative"
"15307","Japan Enters Uncharted Waters as Emperor s Abdication Pondered","Neutral"
"15308","Families Lobby Malaysian Minister to Resume Search for MH370","Neutral"
"15309","Pope  I ll Judge Trump After We See What He Does","Neutral"
"15310","British Missile Test Malfunctioned Last Year Off U S  Coast  Sunday Times","Neutral"
"15311","Q A  Protests Over Gas Costs Disrupt Mexico Border Crossings","Very Negative"
"15312","Killing of a Young Woman Grips Iceland","Negative"
"15313","Czechs Say Polish Man Released After Being Held in Syria Since 2015","Neutral"
"15314","UN  Boko Haram s Toll Includes 515 000 Malnourished Kids","Negative"
"15315","Merkel Says Populism Won t Solve World s Problems","Negative"
"15316","Wildfires in Chile Destroy Homes  Livestock  Livelihoods","Negative"
"15317","UN  Preventive Diplomacy in Gambia Avoided Bloodshed","Very Negative"
"15318","U S  Military Denies Coordinating Syria Air Strikes With Russia","Negative"
"15319","U N  Expresses Concern for 750 000 Civilians Remaining in Western Mosul","Negative"
"15320","France s Hollande Says EU to Talk Trade With Pacific Alliance","Neutral"
"15321","Egyptian State TV Airs Video of Murdered Italian Student Regeni","Neutral"
"15322","Quandary in South Sudan  Should It Lose Its Hard Won Independence ","Very Negative"
"15323","As Gambia s Yahya Jammeh Entered Exile  Plane Stuffed With Riches Followed","Negative"
"15324","Trump White House Vows to Stop China Taking South China Sea Islands","Neutral"
"15325","Panama to Allow Ex Dictator Noriega House Arrest  Says Lawyer","Negative"
"15326","Trump and May to Discuss Expanding U S  British Trade  White House","Neutral"
"15327","Two Polish Brothers Jailed in Britain in Modern Slavery Conviction","Positive"
"15328","Trump Makes Early Move on Restricting Abortions Around the World","Neutral"
"15329","Paris Rolls Out Colour Code Stickers for Cars to Curb Pollution","Neutral"
"15330","Trump Adviser  Canada Well Positioned for NAFTA Negotiation","Positive"
"15331","Romanian President Calls for Referendum on Prisoner Pardons","Negative"
"15332","UN  Nordic Groups Meet at Finland Humanitarian Aid to Syria","Neutral"
"15333","Protests Over Bull Riding Turn Violent in India","Very Negative"
"15334","UK Workers Making Clothes for High Street Brands on Paltry Wages  TV Investigation","Negative"
"15335","Farmers Spray E U  Building With Milk Powder","Neutral"
"15336","First Day of Syria Peace Talks Quickly Descends Into Quarreling","Positive"
"15337","Readers in India Reflect on Coping With Miserable 2016 Heat","Negative"
"15338","Nigerian Musician Femi Kuti Urges Stars  Fans to Focus on Boko Haram Victims","Neutral"
"15339","Sinn Fein Chooses New Leader O Neill for Northern Ireland","Neutral"
"15340"," Resident Evil  Goes Back to Survival Horror Roots for New Game","Very Negative"
"15341","Romanian President Considers Referendum Over Government s Justice Plan","Neutral"
"15342","Family  Fans Mourn for Dominican Pitcher Yordano Ventura","Negative"
"15343","Trump Revives Ban on Foreign Aid to Groups That Give Abortion Counseling","Neutral"
"15344","Some Mosul Residents Face New Fears After Islamic State Rule","Negative"
"15345","Trump Calls Egypt s El Sissi  Offers Support","Positive"
"15346","Syrian Kurdish YPG Says Not Bound by Astana Peace Talks Outcome","Neutral"
"15347","Mexico Targets Free Trade With U S  and Canada  Seeks Other Pacts","Positive"
"15348","Putin Allies Propose Easing Penalty for Domestic Violence","Negative"
"15349","Dior Designer Debuts Paris Couture as Dunst Talks Girl Power","Neutral"
"15350","A Road Closes in Front of Cuban Migrants","Neutral"
"15351","In Colombia  Gourmet Meals Worth Going to Jail For","Neutral"
"15352","Mexico Ex Governor Denies Fake Medicine Claims","Very Negative"
"15353","France s President in Colombia to Show Support for Peace","Very Positive"
"15354","Trump  Sisi Discuss Fighting Terrorism in Phone Call","Negative"
"15355","In Gambia  Relief Turns to Anger at Ex Leader s Soft Landing","Positive"
"15356","Why a Trident Missile Test Is Rocking British Politics","Neutral"
"15357","Greek Island Mayors Say Refugee Overcrowding Too High","Neutral"
"15358","FIFA Going to Kremlin for World Cup Draw in December","Neutral"
"15359","Dutch Government Mulls Ban on International Child Adoption Amid Trafficking Fears","Negative"
"15360","Italy Reports Outbreak of H5N8 Bird Flu at Turkey Farm OIE","Negative"
"15361","Paris Tests Electric Driverless Minibus to Fight Pollution","Neutral"
"15362","Amnesty Urges Egypt to Investigate Sinai Killings by Police","Neutral"
"15363","Mazes and Fairytales as Chiuri Debuts Her Dior Haute Couture Line","Neutral"
"15364","Syrian Talks to Continue  May Produce Joint Document  Source","Neutral"
"15365","Congo Expels Human Rights Watch Researcher a Second Time","Neutral"
"15366","Official  236 Dead at Camp Bombed by Nigeria s Air Force","Negative"
"15367","Venezuela s Opposition Revives Push to End Maduro s Rule","Negative"
"15368","France Closes Court Case Over Murder of Kurdish Militants","Negative"
"15369","No Muslims  No Single Women  Housing Bias Turning Indian Cities Into Ghettos","Neutral"
"15370","Trump White House Lowers Expectations for Quick Embassy Move in Israel","Positive"
"15371","Video Shows Italian Who Was Tortured to Death in Egypt","Very Negative"
"15372","German Party Won t Expel Rightist Who Assailed Holocaust Apology","Negative"
"15373","Taliban Tells New U S  President Trump to Quit Afghanistan","Neutral"
"15374","Three Detained in Sweden on Suspicion of Broadcasting Rape on Facebook","Very Negative"
"15375","Israeli Leader Urges No  Surprises  for Trump Administration","Neutral"
"15376","Iraqi Forces Claim Recapture of Eastern Mosul After 100 Days of Fighting","Neutral"
"15377","Iraqi Forces Claim Recapture of Eastern Mosul After 100 Days of Fighting","Neutral"
"15378","European Police Arrest 245 for Arms Trafficking","Neutral"
"15379","Swiss Asylum Requests Plunge 31 Percent in 2016","Neutral"
"15380","3 Performances by Sumi Jo  Korean Soprano  Canceled in China","Neutral"
"15381","Egypt s Museum of Islamic Art Welcomes First Visitors Since 2014 Bombing","Neutral"
"15382","Ban Lifted on Indian Bull Taming Events to End Mass Protests","Negative"
"15383","Body of Seventh Victim Found in Italy Hotel Avalanche  Court Opens Probe","Negative"
"15384","In China  an Ancient People Watch Their Floating Life Dissolve","Neutral"
"15385","Icy  Brief Face To Face Meeting of Syria Government  Rebels","Neutral"
"15386","2nd Victim Linked to Suspect in German Freezer Killing","Very Negative"
"15387","In Generation Shift  Sinn Fein Names O Neill as Northern Ireland Leader","Neutral"
"15388","Croatian Jews to Boycott Holocaust Remembrance Event Over  Relativization  of Crimes","Negative"
"15389","Glad to See Obama Go  Gulf Arabs Expect Trump to Counter Iran","Positive"
"15390","Donald Trump in First Full Week as U S  President","Neutral"
"15391","German Populists to Discipline Member for Holocaust Remarks","Neutral"
"15392","France s Fillon Says Russia Sanctions Pointless  Dialogue Needed","Negative"
"15393","Yemeni Government Forces Take Strategic Port of Mokha","Neutral"
"15394","Emirates to Launch Second US Flight Stopping in Europe","Neutral"
"15395","Recent Developments Surrounding the South China Sea","Neutral"
"15396","Fate of Polish WWII Museum Unclear Amid Battle Over History","Negative"
"15397","Top Hamas Leader in Gaza Visits Egypt  1st Trip Since 2013","Neutral"
"15398","Bangladesh Reports Outbreak of H5N1 Bird Flu at Poultry Farm OIE","Negative"
"15399","Germany Culls 48 000 Turkeys After More Bird Flu Found on Farms","Positive"
"15400","Iraq PM Orders Investigation Into Abuses Reported in Mosul Battle","Negative"
"15401","Iraq Premier Orders Probe Into Violations by Troops in Mosul","Neutral"
"15402","10 Suspected Indonesian Migrants Drown Off Malaysia","Neutral"
"15403","Chance That Missing MH370 May Be North of Last Search Zone  Media","Neutral"
"15404","Philippines Tells Outsiders Not to Use ASEAN as  Proxy  for Rivalry","Neutral"
"15405","Liberia  Charles Taylor s Ex Wife Named as VP Candidate","Neutral"
"15406","UK s Theresa May Was Briefed on Nuclear Missile System Test","Neutral"
"15407","Malaysia Arrests Four Linked to Islamic State Cell in Philippines","Neutral"
"15408","No Swearing as Philippine Leader Sweet Talks Miss Universe Hopefuls","Neutral"
"15409","Dairy Farmers Spray EU HQ to Push Demands for Better Prices","Positive"
"15410","Protesters Who Blocked Polish Premier s Car Being Questioned","Negative"
"15411","South Korean Minister Credits Junior Officials With Exposing Artist Blacklist","Neutral"
"15412","The Latest  London Air Pollution  Very High  for 1st Time","Positive"
"15413","French Presidential Hopeful Valls Suggests Tax on US Imports","Positive"
"15414","Factbox  The Legal Challenge Over Who Can Trigger Britain s Exit Talks From EU","Neutral"
"15415","UK s Supreme Court to Rule if May Can Start Brexit Without Parliament","Positive"
"15416","Germany s AfD Plans to Discipline State Leader After Disputed Speech About Holocaust Memorial","Negative"
"15417","Russian Bombers Hit Islamic State Near Besieged Syrian Army Enclave","Neutral"
"15418","U N  Syria Envoy Hopes Astana Talks to Pave Way for Geneva","Neutral"
"15419","Prices Soar  Families Use River Water as Islamic State Besieges Syrian City","Neutral"
"15420","Gambia s New President  Still in Senegal  Names Female VP","Neutral"
"15421","Chinese Warships Tour Gulf Arab States for First Time Since 2010","Neutral"
"15422","Gulf Backed Yemeni Forces Push Into Red Sea Coast City  Officials","Neutral"
"15423","Japanese Panel Signals Support for One Time Law to Let Emperor Abdicate","Positive"
"15424","Congo s Catholic Church Warns Kabila Deal Risks Falling Apart","Very Negative"
"15425","Hungary s Orban Praises Trump s  End of Multilateralism ","Neutral"
"15426","Fight for the Right  Dutch PM Says Integrate or Leave","Positive"
"15427","Iran Cautious in Its First Comments About US President Trump","Neutral"
"15428","Syria Talks May Signal Shift in Conflict Dynamics","Negative"
"15429","Glance at Kazakh Capital Astana  Host of Syria Talks","Neutral"
"15430","France s Fillon Tells Merkel Russia Sanctions Are Pointless","Negative"
"15431","Former Employee Who Took Vienna Tram for Joyride Apprehended","Neutral"
"15432","London Air Pollution  Very High   Heavy Fog Disrupts Flights","Positive"
"15433","Immediate Syria Solution Shouldn t Be Expected at Astana Talks Turkish Deputy PM","Neutral"
"15434","Uganda Says Returns Detained Former Congo Rebels to Military Camp","Neutral"
"15435","Aleppo s Landmark Mosque Bears Scars of Syria s War","Negative"
"15436","Fate of Turkish Troops Who Fled to Greece to Be Decided This Week","Neutral"
"15437","Commander in Cameroon s Fight With Boko Haram Dies in Helicopter Crash","Very Negative"
"15438","Japanese Government Panel Leans to One Off Law for Emperor s Abdication","Neutral"
"15439","Expectations Low as Syria s Warring Sides Meet","Negative"
"15440","Nine Indonesians Dead  29 Missing After Boat Capsizes Off Malaysia","Negative"
"15441","Hardline Party on Front Line of Venezuelan Political War","Neutral"
"15442","Turkey s Erdogan Urges Tanzania to End Gulen Ties","Neutral"
"15443","World Must Not Miss Early Signals of Any Flu Pandemic WHO","Neutral"
"15444","Parliament or PM  UK s Supreme Court to Rule on Brexit Case","Positive"
"15445","New Mauritius PM Takes Over From Father  Opponents Cry Foul","Very Negative"
"15446","Malaysian Minister Meets MH370 Relatives  Group in Perth","Neutral"
"15447","3 Dogs Give Avalanche Rescuers Hope but 20 People Missing","Negative"
"15448","Trump and Putin See Eye to Eye on Many Foreign Policy Aims  Foreign Minister","Neutral"
"15449","Oxford Historian Garton Ash to Receive Germany s Charlemagne Prize","Positive"
"15450","EU Should Seek New Deal With U S   PM Orban Says","Neutral"
"15451","Italy Reviews New Electoral Law as Old Problems Pile Up","Negative"
"15452","Philippine Leader Tames His Words for Miss Universe Hopefuls","Negative"
"15453","Greece to Rule on Turkish Servicemen Later This Week","Neutral"
"15454","Samsung Details Causes of Note 7 Fires but Questions Remain","Neutral"
"15455","Kremlin Says Expects to Agree Date for Trump Putin Phone Call Soon","Neutral"
"15456","Jerusalem Mayor Says Trump  Serious  About Embassy Move","Neutral"
"15457","Austrian Official  Suspect Potentially Dangerous Radical","Very Negative"
"15458","UK to Actively Help Industry as Country Leaves EU","Positive"
"15459","Egyptian Army Says Militants Kill 5 Soldiers in Sinai","Negative"
"15460","Syrian Child Refugees Struggle to Get an Education  U N ","Negative"
"15461","Hungary  Teacher Hailed for Saving Lives in Fiery Bus Crash","Negative"
"15462","China Jails Former Top Parliament Body Official for Graft","Negative"
"15463","Star Chinese Stock Trader Jailed for Manipulating Prices","Neutral"
"15464","Police Charge Driver in Australia Rampage With Five Counts of Murder","Very Negative"
"15465","Diplomat Says China Would Assume World Leadership if Needed","Neutral"
"15466","Leading French Candidate  Europe Needs New Military Alliance","Neutral"
"15467","Germany  Austria Arrest Two Men Suspected of Planning Islamist Attacks","Negative"
"15468","China Cracks Down on Tools Used to Get Around Web Filters","Very Negative"
"15469","Spiritual Leader of Thailand s Southern Insurgents Dies","Negative"
"15470","The Latest  Trump Willing to Work With Russia Against IS","Positive"
"15471","No Direct Syrian Talks Planned in Astana Rebel Source","Neutral"
"15472","Leftwinger May Win French Socialist Ticket  but Presidency Beyond Reach","Positive"
"15473","62 Soldiers on Trial in Istanbul for Alleged Part in Coup","Neutral"
"15474","Fans of Bull Taming Sport Attack Police Station in India","Negative"
"15475","Turkey Dismisses Deputy Head of TMSF State Fund in Post Coup Decree","Neutral"
"15476","China Urges Trump Administration to Grasp Importance of  One China ","Neutral"
"15477","South Korean Ministry Apologizes for  Blacklist  of Artists","Neutral"
"15478","Talks on Syria s Civil War Off to a Rocky Start","Negative"
"15479","Kuwait State Oil Company Says Onshore Oil Leak Contained","Negative"
"15480","For India s Typewriters  the Ribbon May Have Finally Run Out","Neutral"
"15481","Roof Collapses in Eastern Afghanistan Refugee Camp  Kills 6","Negative"
"15482","Actor Killed While Filming Scene for Australian Music Video","Negative"
"15483","China Swings Back at Golf  Shutting Down 111 Courses","Negative"
"15484","Turkish Military Says Killed 65 Islamic State Militants in Syria","Negative"
"15485","Trump Properties Face Global Terror Risk With Presidency","Very Negative"
"15486","Search Teams Find 4 More Bodies in Tehran Building Collapse","Very Negative"
"15487","Russia and Turkey Push Syria s Warring Sides to Seal Truce","Neutral"
"15488","Asian Stock Indexes Mixed as Trump Uncertainties Mount","Neutral"
"15489","US Lawmakers Propose Sanctions for Venezuela Food Corruption","Negative"
"15490","Direct Syrian Talks Yet to Be Agreed in Astana","Neutral"
"15491","Panel s Report Support Letting Japan s Emperor Abdicate","Positive"
"15492","Asian Shares Mixed After Trump Inauguration  Dollar Weakens","Neutral"
"15493","MH370 Search Crews Return to Port After Fruitless Hunt Ends","Negative"
"15494","Recent Developments Surrounding the South China Sea","Neutral"
"15495","Ronald Webster  Leader Who Plotted Anguilla Revolution  Dies at 90","Negative"
"15496","Protesters Take Control of Mexican Border Crossing With US","Neutral"
"15497","China Jails Two Former Officials  Who Fled Abroad  for Corruption","Negative"
"15498","Australia s Biggest State Economy Appoints New Leader","Neutral"
"15499","North Korea Nuclear Threat Means South Must Not Delay Anti Missile System","Neutral"
"15500","Rare Shooting by Chinese Official Acting Out of Revenge Say Police","Negative"
"15501","Mexico Identifies 56 Sets of Human Remains in Mass Grave","Neutral"
"15502","Residents Evacuated  Airport Closed and Power Cut Off in Tahiti Flooding","Negative"
"15503","Canada Is Not the Focus of Trump Team s Trade Worries Envoy","Negative"
"15504","Trump Presidency Is Already Altering Israeli Palestinian Politics","Neutral"
"15505","China s Xi to Head New Commission for Military Civilian Development","Neutral"
"15506","To Secular Bangladeshis  Textbook Changes Are a Harbinger","Neutral"
"15507","Mexico President Speaks With Canada s Trudeau Ahead of Trump Talks","Neutral"
"15508","Four More Bodies Found in Rubble of Collapsed Building in Iran","Positive"
"15509","Mexico Mass Grave Contains Remains of 56 People  Statement","Neutral"
"15510","Highlights Donald Trump s First Weekend as U S  President","Neutral"
"15511","Samsung  Batteries Only Problem With Fire Prone Note 7s","Negative"
"15512","China Claims Success From  Two Child  Policy as 2016 Birth Rates Rise","Positive"
"15513","Syria s Warring Sides Gather for New Attempt to Break Deadlock","Very Negative"
"15514","Trump Expands Anti Abortion Ban to All US Global Health Aid","Neutral"
"15515","Trump Expected to Order Temporary Ban on Refugees","Neutral"
"15516","Equatorial Guinea Confirms Hosting Ousted Gambian Leader Jammeh","Neutral"
"15517","France Issues Record  7 5 Billion in  Green Bonds ","Negative"
"15518","Pressured by Trump  Mexico Ready to Discuss NAFTA Rules in U S  Talks","Negative"
"15519","Brazil Prosecutor Says Temer Labor Reforms Illegal","Negative"
"15520","Dutch Leader Takes Trump Like Turn in Face of Hard Right Challenge","Positive"
"15521","France s Fillon Acts to Head Off Scandal Over Wife s Work","Negative"
"15522","Possible Snag for 1st Guantanamo Court Session of Trump Era","Negative"
"15523","Panama Charges 17 in Brazilian Firm Bribery Scheme","Negative"
"15524","Correa Ally Leads Ecuador Election Polls  but Second Round Likely","Neutral"
"15525","Dead Body Reported in Mexico City Turns Out to Be Xmas Tree","Negative"
"15526","Wife of Ex Brazilian President Hospitalized After Stroke","Neutral"
"15527","Israel Advises Citizens in Egypt s Sinai to Leave  Cites Attack Risk","Very Negative"
"15528","Dutch Government Wants to Counter Trump With Abortion Funds","Neutral"
"15529","In a New Gambia  the Prison Doors Begin to Swing Open","Negative"
"15530","Helicopter Carrying Injured Skier Crashes in Italy  Killing 6","Very Negative"
"15531","Brazil Probe Sees No Mechanical Failure in Judge s Plane Crash","Negative"
"15532","Italy Court Puts Rome s 5 Star Mayor Under Investigation for Abuse of Office","Negative"
"15533","Syria s Motley Crew of Fighters Now at Negotiating Table","Negative"
"15534","California Governor Brown Vows to Fight Trump  Calls for Civility","Positive"
"15535","Pope on Fake News   Alternative Facts   Tell Positive Truth","Neutral"
"15536","Gambian Lawmakers End Country s Week Old State of Emergency","Negative"
"15537","Hundreds of Police Trained by Turkey Start Work in Northern Syria","Neutral"
"15538","Bulgaria  President Sets Date for Early General Elections","Neutral"
"15539","EU Says New Israeli Settlement Plan Undermines Peace","Neutral"
"15540","Talks Expose Limits of What Russia  Turkey and Iran Can Achieve in Syria","Negative"
"15541","Brr  Winter Nights in Austria Are Cold for Naked Cyclist","Negative"
"15542","Prosecutors Seek to Question Rome Mayor  Virginia Raggi  Over Problem Hires","Negative"
"15543","Canada Court Dismisses Challenge to Controversial Arms Deal","Negative"
"15544","Harold Hayes  Survivor of Secret World War II Odyssey  Dies at 94","Negative"
"15545","Austrian Man Gets Prison for Selling Pro Hitler Songs Online","Negative"
"15546","Israeli Held in Undisclosed Arab Country Accused in Shooting","Negative"
"15547","Liberia Leader Acknowledges Failure in Anti Corruption Fight","Very Negative"
"15548","Syrian Rebels Want Peace First","Positive"
"15549","Kuwait to Deliver Message to Iran on Dialogue With Gulf Arab States","Neutral"
"15550","Bulgaria to Hold Snap Election on March 26  President Appoints Interim PM","Neutral"
"15551","Greece Offers to Extend Automatic Austerity Mechanism","Neutral"
"15552","Tensions Rise in Austrian Coalition With Do or Die Talk","Negative"
"15553","Saris Swirl at Rare Transgender  Birthday  Party in Pakistan","Neutral"
"15554","Officials  Mexico Could Leave NAFTA if Talks Unsatisfactory","Negative"
"15555","Polish Town That Once Made Tiny Fiats Offers Tom Hanks One","Neutral"
"15556","Seekers of Phone Sex Keep Dialing Irish Town in Error","Negative"
"15557","Kosovo Experts to Prove No Loss in Montenegro Border Deal","Neutral"
"15558","Key Points in the Syria Statement Issued in Astana","Neutral"
"15559","French President Meets With Leftist Rebels in Colombia","Neutral"
"15560","Bulgaria Sets Early Vote for March 26  Ex Parliament Speaker to Be Interim PM","Neutral"
"15561","Thousands Attend Funeral of Israeli Arab Killed in Clash","Very Negative"
"15562","Trump Injects High Risk Into Relations With China","Negative"
"15563","South Sudan Ambassador Dismisses Rift With Ethiopia","Negative"
"15564","Gambia Revokes State of Emergency in Step Towards Political Normality","Negative"
"15565","Puerto Rico Tries to Open No Man s Land to Tourism","Neutral"
"15566","Puppies Pulled From Avalanche Wrecked Hotel","Negative"
"15567","France s Presidential Hopeful Macron Pushes for Syria Talks","Positive"
"15568","Colombia s ELN Rebels Willing to Call Ceasefire Amid Peace Talks","Very Positive"
"15569","Austrian Official  Suspected Radical Says He Built Test Bomb","Very Negative"
"15570","Gabriel to Be Replaced by Deputy Zypries as German Economy Minister Source","Neutral"
"15571","Iran  Russia and Turkey Agree to Enforce Syria Cease Fire  but Don t Explain How","Neutral"
"15572","PM Abadi Says Iraq s Oil Is for Iraqis  in Reaction to Trump","Neutral"
"15573","Emboldened by Trump  Israel Approves a Wave of West Bank Settlement Expansion","Neutral"
"15574","Saudi Arabia Says Militants in Jeddah Shootout Were Linked to Islamic State","Neutral"
"15575","2 Poles Injured in Crash With US Army Truck","Very Negative"
"15576","PM Abadi Says Iraq s Oil Is for Iraqis  in Reaction to Trump","Neutral"
"15577","Iraqi PM Abadi Confirms Capture of East Mosul State TV","Neutral"
"15578","Cyberconscripts  Baltic Draftees Can Choose IT Over Infantry","Neutral"
"15579","A Chinese Nuclear Site  Hidden in a Mountain  Is Reborn as a Tourist Draw","Neutral"
"15580","Court Allows Polish Government to Take Over WWII Museum","Neutral"
"15581","Russian Negotiator Positive After  Birth  of Astana Syria Process","Positive"
"15582","Afghan Official  Arrest Warrants Issued for VP s Guards","Neutral"
"15583","Ikea Recalls Beach Chair Globally After Injury Reports","Negative"
"15584","East Mosul Iraqis Crave Stability as Army Defeats Islamic State","Neutral"
"15585","Dutch Finance Minister Dijsselbloem  Chance of Wilders Being in New Govt  Very Small ","Very Negative"
"15586","In Zimbabwe  Losing Husband Can Mean  Losing Everything ","Very Negative"
"15587","Vietnam War Era Tear Gas Bombs Found in Cambodian Village","Neutral"
"15588","Germany s Social Democrats Nominate Schulz as Chancellor Candidate","Neutral"
"15589","Germany  Social Democrats Leader Won t Run for Chancellor","Neutral"
"15590","The Latest  France Gives Refugee Status to 60 People","Neutral"
"15591","U N  Should Continue to Oversee Syrian Peace Process  Says Envoy","Positive"
"15592","The Latest  Settler Leader Welcomes New West Bank Homes","Neutral"
"15593","Hong Kong to Release 9 Seized Singapore Troop Carriers","Neutral"
"15594","Bomb Classes and Gun Counts  Trauma of Mosul Children Under Islamic State","Very Negative"
"15595","Paris Fashion Sparkles in Chanel s Hall of Mirrors","Neutral"
"15596","EDF Approves Closure of France s Oldest Nuclear Plant","Neutral"
"15597","Pakistan Tests Second Nuclear Capable Missile This Month","Positive"
"15598","Mexico May Leave NAFTA if Renegotiation Unfavourable Minister","Neutral"
"15599","NATO Boosts Its Baltic Presence  New Troops Start to Arrive","Neutral"
"15600","Russian Planes Strike IS Targets in Syria s Deir Al Zor  Defense Minister","Negative"
"15601","Armyworm Outbreak Spreads Across Malawi  Threatens Maize Crop","Negative"
"15602","Syrian Government Says to Continue Wadi Barada Offensive","Negative"
"15603","Philippines Apologizes to South Korea Over Korean s Killing","Negative"
"15604","Amazon Moves to Avoid EU Fines Over Publishing Contracts","Neutral"
"15605","Austrian Teenager Says He Built  Test Bomb  in Germany  Minister","Negative"
"15606","All 6 Dead in Helicopter Crash in Central Italy","Very Negative"
"15607","Poland s FM Blasted for Publishing Internal Document","Negative"
"15608","EU to Trump  Trade Barriers  Building Walls  Doomed to Fail ","Very Negative"
"15609","Syrian Government Negotiator Calls Astana Talks a Success","Positive"
"15610","Clarification  Finland Syria Aid Story","Neutral"
"15611","What Trump s Trade and Geopolitical Moves Mean for China","Negative"
"15612","Scotland s Sturgeon Raises Independence Specter After Court Ruling","Neutral"
"15613","Germany Arrests 2 Brothers Suspected of Extremism","Negative"
"15614","Syria Opposition Says Has Reservations on Astana Communique  Proposes Ceasefire Text","Negative"
"15615","Poroshenko  Baltic Sea Pipeline Has  High Political Risks ","Negative"
"15616","Kyrgyzstan Defies U N   Upholds Life Sentence for Dissident","Negative"
"15617","U N   Racing  to Prepare Aid for Civilians Ahead of Battle for West Mosul","Neutral"
"15618","Roman Polanski Won t Preside Over César Film Awards in France","Neutral"
"15619","Briton Fatally Shot in Porsche in Thai Resort Town","Negative"
"15620","Syrian Rebels Unhappy With Astana Communique  Says Delegate","Negative"
"15621","Under Cover of Night  Syrian Wounded Seek Help From Enemy Israel","Neutral"
"15622","Egypt s El Sissi Says He Is Alarmed by High Divorce Rates","Negative"
"15623","Pakistan Test Fires Ballistic Missile","Neutral"
"15624","Former German President Herzog Commemorated in State Funeral","Neutral"
"15625","Kyrgyzstan Hikes Fines for Public Drinking  Swearing","Neutral"
"15626","Petrobras Investors Seek Compensation in the Netherlands","Neutral"
"15627","The Latest  Italy Helicopter Crash Kills All 6 Aboard","Very Negative"
"15628","All Six Aboard Crashed Italian Helicopter Killed  Italian TV","Very Negative"
"15629","Official  Taliban Launch Nearly 19 000 Attacks in 10 Months","Negative"
"15630","Italy s Constitutional Court Mulls Electoral Law","Neutral"
"15631","China to Push Mandarin for Minorities  Protect Dying Tongues","Neutral"
"15632","Britain Tells EU  End March Deadline to Trigger Brexit Will Stick Minister","Neutral"
"15633","Once Triggered  UK s Formal Divorce With EU Is Irreversible  May s Spokesman","Negative"
"15634","Russia  Turkey  Iran to Conclude Astana Talks With Joint Statement","Neutral"
"15635","Hong Kong to Return Singapore s Seized Troop Carriers  Easing Tensions","Neutral"
"15636","U K  Supreme Court Rules Parliament Must Vote on  Brexit ","Positive"
"15637","AP PHOTOS  Burned Out Migrants in Greece Try to Keep Sane","Neutral"
"15638","Italian Police Bust Ring Planning to Smuggle Tonnes of Cocaine","Negative"
"15639","China Says Hopes Mongolia Learned Lesson After Dalai Lama Visit","Neutral"
"15640","What the UK Supreme Court Ruling Means for Brexit","Positive"
"15641","Portugal s Left Bloc Reaffirms Backing for Government Despite Vote","Neutral"
"15642","Italian Court Reviews Vote Law  Renzi Keen for Early Election","Positive"
"15643","Hopes Fade for Justice for Dead  Lost Sri Lankan Journalists","Very Negative"
"15644","Ukraine s Poroshenko Says Sanctions Against Russia Not Linked to Middle East","Neutral"
"15645","Britain Can Discuss but Not Seal Trade Deals While Still in EU  Executive","Neutral"
"15646","EU Canada Trade Deal Clears Big Hurdle in EU Parliament","Neutral"
"15647","Eurozone Economy Starts 2017 With Steady Growth","Neutral"
"15648","Fire Prone Indonesian Province Declares Early Emergency to Combat  Haze ","Very Negative"
"15649","Turkish President Warns Mozambique of Alleged Gulen Threat","Negative"
"15650","Jordanian King to Visit Russia to Discuss Counter Terrorism Kremlin","Negative"
"15651","BT Shares Plunge on Cost of Italian Accounting Scandal","Negative"
"15652","Factbox  Reaction to UK Supreme Court Ruling Parliament Must Approve Triggering Brexit","Very Positive"
"15653","Article 50 Ruling Does Not Change Brexit Timetable Spokesman for PM May","Neutral"
"15654","Police in Sweden Probe Rape Reportedly Aired on Facebook","Negative"
"15655","French Internet Censorship Rose Sharply in 2016","Negative"
"15656","UK Says Will Implement Court Decision for Parliament to Approve Brexit Trigger","Positive"
"15657","Britain s Brexit Plans Unlikely to Be Slowed by Article 50 Defeat","Negative"
"15658","The Desperate Conditions Inside a Serbian Migrant Camp","Negative"
"15659","UK s Labour Will Not Frustrate Article 50 Trigger  but Will Seek Oversight Spokesman","Neutral"
"15660","China Jails Two Over Vaccine Scandal","Negative"
