"","text","sentiment"
"18559","Dallas Pension System Suspends Access to Some Funds","Neutral"
"18560","US Official Warns of North Korean Nuclear Capabilities","Neutral"
"18561","Big Wyoming Wind Project Closing In on Federal Eagle Permit","Neutral"
"18562","Temporary U S  Government Funding Bill Hits Snag in Senate","Negative"
"18563","Latest  Chief Defends Dropping Charges in Officer s Death","Negative"
"18564","Conjoined Twins Who Faced Each Other Separated in California Surgery","Neutral"
"18565"," Rogue One  Moves  Star Wars  Forward by Going Back","Negative"
"18566","APNewsBreak  Effort to Stem Homegrown US Extremism Launches","Negative"
"18567","The Latest  Witness  Prosecutor Clash Over Who Was Aggressor","Very Negative"
"18568","U S  Senators Urge Trump to Take Tough Line on Russia Over Ukraine","Neutral"
"18569","Harvard Reaches Goal of Cutting Gas Emissions by 30 Percent","Neutral"
"18570","US Official  50 000 Islamic State Militants Killed to Date","Negative"
"18571","U S  Carriers See 3 5 Percent Bump in 2016 Winter Holiday Flying","Negative"
"18572","Extreme Wyoming Cold Frosts Even Moscow Ballet","Negative"
"18573","Inquest Set for Washington State Police Shooting of Mexican","Neutral"
"18574","Tsunami Watch Canceled for Hawaii","Neutral"
"18575","NYC Mayor  Rigorous Probe Into 2 Toddlers  Radiator Deaths","Neutral"
"18576","Excerpts of Secret Audio Between Dippolito  Pretend Hit Man","Negative"
"18577","John Edwards Lists North Carolina Estate for  6 9M","Neutral"
"18578","USGS  Magnitude 8 0 Quake Hits Off Solomon Islands","Neutral"
"18579","Actress Sofia Vergara Faces Lawsuit From Her Own Frozen Embryos","Negative"
"18580","Visa Program for Afghan Translators Is Renewed  With New Restrictions","Positive"
"18581","The Latest  Police Name Suspect in Slaying of NY UPS Driver","Negative"
"18582","Ex Insys Executives Arrested for Bribing U S  Doctors to Prescribe Painkiller","Neutral"
"18583","Wife on Video   5 000 Percent Sure  She Wanted Husband Dead","Negative"
"18584","Lawsuit  NBA Players Teamed Up in Couple s Nightclub Assault","Negative"
"18585","U S  Congress Passes  618 7 Billion Annual Defense Bill","Neutral"
"18586","Detroit Chief Defends Dropping Charges in Officer s Death","Negative"
"18587","Trump Picks Fast Food Executive Andrew Puzder for Labor","Neutral"
"18588","Police Investigating Racist Graffiti in Giants Player s Home","Negative"
"18589","Pebble Discontinuing Smartwatches After Its Sale to Fitbit","Neutral"
"18590","Kentucky Man Pleads Guilty in Family Murder Plot","Very Negative"
"18591","School District Sues Turf Maker After Report of Defects","Very Negative"
"18592","Judge Keeps Superfund Cleanup Talks in Montana Secret","Neutral"
"18593","Iconic  Sentinel  Hoodoo Rock Spire Ends Its Watch in Utah","Neutral"
"18594","Man Convicted in Killing of 5 Year Old Girl Gets 30 Years","Very Negative"
"18595","Greens Rally in Michigan as Courts in Three States Weigh Recounts","Neutral"
"18596","The Latest   There s a Part of Our Heart That s Missing ","Neutral"
"18597","Defense  Consider Ex Congressman s Good Deeds in Sentencing","Positive"
"18598","Debris in Alaska Lake Possibly From Plane Carrying 4 People","Neutral"
"18599","Vice Media Offering Apprenticeships to Former Inmates","Negative"
"18600","Defendant s Pal  Will Smith Attacked My Friend After Crash","Very Negative"
"18601","Delta Will Upgrade Free Snacks in the Economy Fare Cabin","Positive"
"18602","US Home Price Gains Lift Household Wealth to  90 2 Trillion","Neutral"
"18603","Harry Reid Bids Farewell to Senate After 30 Years","Neutral"
"18604","The Latest  2nd Georgia Officer Dies Day After Being Shot","Negative"
"18605","The Latest  Escapee Tried to Get in School Before Recapture","Neutral"
"18606","Hudson Valley Airport to Offer Low Cost Europe Flights","Negative"
"18607","South Carolina Jury Views Grim Crime Scene Photos From 2015 Church Attack","Very Negative"
"18608","Appeals Court Hears Case Over Cross Memorial on State Land","Negative"
"18609","Communist Madison  City Bristles at Congressman s Remark","Neutral"
"18610","NFL Player s New Jersey Home Vandalized With Racist Taunts  Police","Very Negative"
"18611","Record Shop Owner Guilty in Addict Fueled Shoplifting Ring","Very Negative"
"18612","Arkansas Court Upholds Gay Marriage Birth Certificate Law","Neutral"
"18613","Teen Was on Facebook Live During Crash That Killed Her  Pal","Very Negative"
"18614","Trump s Labor Pick  Andrew Puzder  Is Critic of Minimum Wage Increases","Negative"
"18615","48 Year Fugitive From Prison Camp Found This Year Dies","Very Negative"
"18616","Factbox  Trump to Meet With Ex Ford CEO  U S  Lawmakers  Others","Neutral"
"18617","Ohio Lawmakers Pass Republican 20 Week Abortion Ban Proposal","Neutral"
"18618"," Jeopardy   Contestant Dies of Cancer Before Show Airs","Very Negative"
"18619","Navy s Futuristic Looking USS Zumwalt Arrives in Homeport","Positive"
"18620","3 Killed in 40 Vehicle Pileup on Slick Michigan Interstate","Negative"
"18621","Coke Targets  Foodies  as More People Move Away From Sodas","Positive"
"18622"," Seeing Eye Camel  Acts as Guide for Blind Horse at Zoo","Negative"
"18623","The Latest  Southern States Still in Drought s Crosshairs","Negative"
"18624","Court Denies Execution Stay for Alabama Death Row Inmate","Very Negative"
"18625","Rolling Stone s Mick Jagger Celebrates Birth of 8th Child","Neutral"
"18626","The Latest  McMahon Donated  7m to Pro Trump Super PACs","Positive"
"18627","Man Who Used Wheelchair in Rolex Theft Gets 6 Year Sentence","Neutral"
"18628","Somali American Minnesota State Representative Says Harassed by DC Cabbie","Negative"
"18629","Trump Picks Opponent of Higher Minimum Wage for Labor Department","Negative"
"18630","Kentucky County Reaches  3 5M Settlement After Shooting","Neutral"
"18631","Judge Sets  3M Bond for Ohio Man Charged in Girl s Abduction","Neutral"
"18632","USGS  6 5 Magnitude Quake in Ocean Off California Coast","Neutral"
"18633","California Conjoined Twins Separated in Successful Surgery","Neutral"
"18634","Paula Broadwell  Petraeus Cabinet Talk  a Bit of a Shocker ","Neutral"
"18635","Fishing Groups in 4 States Seek Atlantic Wind Farm Delay","Negative"
"18636","Major Survey of Transgender Americans Finds Pervasive Bias","Very Negative"
"18637","Judge Denies Aaron Schock s Request to Move Case to Peoria","Negative"
"18638","Major Survey of Transgender Americans Finds Pervasive Bias","Very Negative"
"18639","Woman Charged With Killing Elderly Father With Boiling Water","Very Negative"
"18640","Libraries Become Unexpected Sites of Hate Crimes","Very Negative"
"18641","US 30 Year Average Mortgage Rate Rises to 4 13 Percent","Neutral"
"18642","Quake Magnitude 6 5 Reported Off Coast of Northern California  USGS","Neutral"
"18643","The Latest  Hillary Clinton Calls Fake News a  Danger ","Very Negative"
"18644","Video Shows Struggle  Then Shooting That Paralyzed Iowa Man","Very Negative"
"18645","Court Upholds Death Sentence of Condemned Ohio Killer of 11","Very Negative"
"18646","Killing at Youth Rehab Center 1st Known Violent Incident","Very Negative"
"18647","Scenes From the Last Days at Standing Rock","Neutral"
"18648","Markets Right Now  US Stock Indexes Close at Record Highs","Positive"
"18649","U S  Supreme Court Lifts Second Stay  Alabama Execution Back On","Positive"
"18650","The Latest  Jurors See Dashcam Video of Roof Apprehension","Negative"
"18651","Fort Worth Symphony Orchestra Strike Ends With  700K Donated","Negative"
"18652","1 Dead  4 Arrested in Houston Armored Truck Robbery Sting","Very Negative"
"18653","UPS Driver Killed When He Stops for Food  Suspect Surrenders","Very Negative"
"18654","Couple Held in Death of 76 Pound Disabled Man With Bed Sores","Very Negative"
"18655","Energy Company Plans to Close Michigan Nuclear Plant in 2018","Neutral"
"18656","2nd Officer Shot in Georgia Dies After Suspect Found Dead","Very Negative"
"18657","Claims for US Unemployment Aid Slide Again","Neutral"
"18658","Hyundai Recalls Minivans  Hoods Can Fly Open While Moving","Neutral"
"18659","Jury Foreman  5 Jurors Were Undecided on Slager Verdict","Negative"
"18660","Man Denies He Killed Chicago Area Railway Security Guard","Very Negative"
"18661","All You Need  A Chat With Beatles Expert Mark Lewisohn","Neutral"
"18662","California Today  Booksellers See a Threat in New Law","Negative"
"18663","Florida Authorities Identify Man Killed by Deputy in Lake","Negative"
"18664","Lawyer  FBI Agent Who Shot at Michigan Officer Felt Paranoid","Negative"
"18665","Trump Could Privatize Nation s Air Traffic Controllers","Neutral"
"18666","Pantone Color Institute s Color of the Year Is  Greenery ","Neutral"
"18667","North Carolina Police Kill Stabbing Suspect  Children Flee","Very Negative"
"18668","Trump to Nominate Pruitt to Lead U S  Environmental Agency  Statement","Positive"
"18669","Barry Switzer Makes Case to Trump for  Secretary of Offense ","Neutral"
"18670","Boy  14  Killed Trying to Jump From NYC Train to Platform","Negative"
"18671","10 Things to Know for Today","Neutral"
"18672","The Latest  DC Pizza Shop Suspect s Hearing Delayed","Very Negative"
"18673","Escaped Inmate Accused in Police Stabbing Recaptured","Negative"
"18674","How Trump Can Influence Climate Change","Neutral"
"18675","On Campus  Trump Fans Say They Need  Safe Spaces ","Positive"
"18676","The Oakland Fire  Delving Into What Happened  and Why","Neutral"
"18677","Trump Is Still Not Very Popular  and His Problem With Women Could Return","Neutral"
"18678","Suspended Novels Return to School Shelves in Virginia County","Neutral"
"18679","Senate Joins House to Pass Sweeping New Health Bill","Neutral"
"18680","Koch Industries Takes Aim at House Republican Tax Reform Plan","Positive"
"18681","Gimme a Hundred  Red Sox Brewers Trade Contains  100 Clause","Neutral"
"18682","Alabama Inmate Coughs  Heaves 13 Minutes Into Execution","Neutral"
"18683","Drought  the South s Unwelcome Guest  Stays Despite Rains","Very Negative"
"18684","Reno School Boss Praises Quick Police Response in Shooting","Positive"
"18685","Well Known Visual Artist Among Oakland Fire Victims","Positive"
"18686","Driver of Deadly Crash Had History of Accidents  Seizures","Very Negative"
"18687","APNewsBreak  Military Targets Handling of Misconduct Cases","Neutral"
"18688","Trump s Choice for Top China Diplomat Has Long Ties to Xi","Neutral"
"18689","Firefighter  Warehouse Missing From Fire Inspection Records","Neutral"
"18690","A Look at 3 Investigations of Senior Military Officers","Neutral"
"18691","You re Hired  Inside the Interviews as Trump Picks Cabinet","Neutral"
"18692","Trumps Taps Retired Marine General for Homeland Security","Neutral"
"18693","Trump Chooses Former WWE Exec McMahon for Small Business","Negative"
"18694","Trump Settles on Oklahoma s Attorney General to Lead EPA","Positive"
"18695","Trump Meets With Ohio State Victims  Taking on Somber Duty","Negative"
"18696","House Passes Stopgap Measure as Senators Raise Objections","Negative"
"18697","Trump s New Tone on Immigrant Kids Divides GOP","Neutral"
"18698","Obama and Trump Hurled Insults  Now Trade Pleasantries","Negative"
"18699","Ellison Says He ll Resign From Congress if Elected DNC Head","Neutral"
"18700","Rollback of Truck Safety Rules May Be Just the Beginning","Neutral"
"18701","Pizza Shop Gunman Says He Regrets How He Handled Situation","Negative"
"18702","Oklahoma s Westbrook Takes Small Town Skills to Big Stage","Negative"
"18703","Attorney  Dylann Roof s Mom Had Heart Attack During Trial","Negative"
"18704","Jury Finds Man Guilty in Fatal 2 By 4 Beating","Very Negative"
"18705","Christmas Tree Farmer Returns Wedding Band Lost 15 Years Ago","Negative"
"18706","Carrier Factory Union Chief Standing Ground Against Trump","Neutral"
"18707","Michigan Recount Over  Pennsylvania Sets Hearing","Neutral"
"18708","Recount Ends in Michigan After 3 Days  Ongoing in Wisconsin","Neutral"
"18709","Chicago Officer Convicted of Perjury  2 Officers Acquitted","Negative"
"18710","An Officer and a Refugee  New Policeman Straddles Worlds","Neutral"
"18711","Signs to Mark Eastern and Western Ends of Longest US Road","Neutral"
"18712","U S  Transgender People Harassed in Public Restrooms  Landmark Survey","Negative"
"18713","Today in History","Neutral"
"18714","Shoplifting Suspect Stabs Officer at South Carolina Walmart","Negative"
"18715","Man Gets 2 Years in Jail for Crash That Killed German Bikers","Very Negative"
"18716","Federal Judge Clears Way to End Michigan Recount","Neutral"
"18717","House Measure Extends Reviews of Unsolved Racial Murders","Neutral"
"18718","New York Restaurant Threatened by Pizzagate Hoax Callers","Very Negative"
"18719","The Latest  House Committee Approves 20 Week Abortion Ban","Neutral"
"18720","No  1 UConn Beats No  2 Notre Dame 72 61 for 83rd Win in Row","Neutral"
"18721","Video Company Challenges Gay Marriage Law","Neutral"
"18722","Warning Prompts Southwest Airlines Flight s Return to Dallas","Negative"
"18723","Donald Trump Is Said to Intend to Keep a Stake in His Business","Neutral"
"18724","Teacher Barred for 12 Years After Dragging Student by Hair","Negative"
"18725","Feds OK Sale of University of Phoenix Parent  if Terms Met","Neutral"
"18726"," Angels  Left Outside the Home Where 3 Children Fatally Shot","Negative"
"18727","Dolly Parton Organizing Telethon for Tenn  Wildfire Victims","Neutral"
"18728","Grandiose Ideas for Donald Trump Inaugural Give Way to Traditional","Neutral"
"18729","Florida Woman Is Charged With Threatening Sandy Hook Parent","Negative"
"18730","Woman in Love Triangle Admits to Killing Husband  Mistress","Negative"
"18731","California County Settles With Family of Killed Inmate for  3 6 Million","Negative"
"18732","Giuliani Removes Himself From State Department Consideration","Neutral"
"18733","The Dylann Roof Trial  The Evidence","Neutral"
"18734","Trump Spent Far Less Than Clinton  but Paid His Companies Well","Neutral"
"18735","Trump Team Memo on Climate Change Alarms Energy Department Staff","Neutral"
"18736","Arrest Made in Fatal Shooting of Western Michigan Student","Negative"
"18737","Former Missouri Wide Receiver Faces Assault Charge","Negative"
"18738","Chicago Poised to Pay  5 3 Million in 2 Police Shootings","Neutral"
"18739","Supreme Court  Kansas Violated Rights of Man Jailed 4 Years","Neutral"
"18740","Contractors to Pay  147 500 in Fatal Fall at Vikings Stadium","Very Negative"
"18741","US Close to Solving Mystery of Alleged Hacking of Georgia","Negative"
"18742","The Latest  School Boss Bans Confederate Flag Clothing","Neutral"
"18743","The Latest  Private Eye for Defense Concedes Witness Error","Negative"
"18744","Red Tape Halts New Southwest Flights to Mexico After 3 Days","Neutral"
"18745","Things to Know  Takata Air Bag Recall","Neutral"
"18746","Students Checked at Hospital After Eating Marijuana Candy","Neutral"
"18747","Columbia Teaching and Research Assistants Vote to Join Union","Neutral"
"18748","Memphis Sees Record Setting 214th Homicide of the Year","Neutral"
"18749","Donald Trump  in Louisiana  Says He Will End Energy Regulations","Neutral"
"18750","The Latest  Reno Boy Shot by Campus Cop Tried Has Stroke","Neutral"
"18751","Ford CEO Says Trump Threats Won t Change Small Car Plans","Very Negative"
"18752","Q A  Questions and Answers in Dispute Over Miners Benefits","Negative"
"18753","Giuliani  Tactically Pugnacious","Negative"
"18754","The Top 10 Songs and Albums on the iTunes Store","Neutral"
"18755","Man Sentenced to Death for Killings of Men Dumped in River","Very Negative"
"18756","Chicago Schools  New Debt Deal Tops U S  Muni Sales Next Week","Negative"
"18757","Prosecution Rests on Day 5 of Will Smith Death Trial","Negative"
"18758","Deadly New York Crane Collapse in February Was Operator Error  Report","Very Negative"
"18759","The World s Oldest Known Seabird Is Expecting   Again","Neutral"
"18760","How the Dow Jones Industrial Average Finished Friday","Neutral"
"18761","Free Marathon Aims to Bring Business to Struggling Mill Town","Neutral"
"18762","Victim of Assault in Norman Requests to Suppress Video","Very Negative"
"18763","Trump Says to Stop Visa Abuses That Undermine U S  Workers","Very Negative"
"18764","Trump Floats Ban on Defense Firms Hiring Military Procurement Officials","Neutral"
"18765","Victim of 1982 Attack That Killed Mom  Wrong Man in Prison","Very Negative"
"18766","The Latest  Feds Say Plane Presumably Crashed in Alaska Lake","Negative"
"18767","Senate Democrats Relent  Averting Government Shutdown","Neutral"
"18768","Sheriff Raids Christian Boarding School Over Abuse Concerns","Very Negative"
"18769","Oakland Fire Exposes Rift Over Naming Transgender Victims","Negative"
"18770","Some Lethal Injection Problems in US Executions","Very Negative"
"18771","Experts  Balloon Pilot Was on 10 Different Medications","Negative"
"18772","No Charges for Officer Who Went to Wrong Home  Killed Owner","Negative"
"18773","School Boss Changes Ruling  Bans Confederate Flag Clothes","Neutral"
"18774","Coal CEO Pressing Trump to Speak Up for Miners  Benefits","Neutral"
"18775","Trump s Ties to  Apprentice  Raises Conflict Issues for NBC","Very Negative"
"18776","AP Sources  Mattis Received Anonymous Email in Petraeus Case","Neutral"
"18777","What We Know Now About the Deadly Oakland Warehouse Fire","Negative"
"18778","Tongass National Forest Plan Moves to Young Growth Timber","Neutral"
"18779","Washington s Subway Cited for Surge in Electrical Arcing","Neutral"
"18780","Child Porn Suspect on  Most Wanted  List Arrested in Alaska","Very Negative"
"18781","Transition Questionnaire Raises Concerns","Negative"
"18782","South Africa Company to Buy Stillwater Mining Co  For  2 2B","Neutral"
"18783","Story of Trump Letting Homeless Woman Live in Hotel Is False","Very Negative"
"18784","Trump  Scotland s Sturgeon Spoke Briefly on Friday  Statement","Neutral"
"18785","Police  Woman Backs Car Into 2 Year Old Nephew  Killing Him","Negative"
"18786","Trump Transition Team Seeks Details on Energy Dept  Workers","Neutral"
"18787","Judge OKs  Real Housewives  Star Teresa Giudice s Settlement","Neutral"
"18788","Trump Expected to Tap Goldman Banker for Economic Post","Neutral"
"18789","Giuliani Pulls Out of Consideration to Serve in Administration  Trump","Neutral"
"18790","Jurors Hear Dylann Roof Explain Shooting in Video   I Had to Do It ","Neutral"
"18791","Ex Internal Affairs Chief Criticizes Border Patrol Training","Neutral"
"18792","Massachusetts Man Sentenced for Threats to Bomb Schools in Four States","Very Negative"
"18793","Retirement Plan Offered by Trump Pick Puzder Sheds Light on Labor Rule","Neutral"
"18794","A  Political Horror Show  of Recounts  16 Years After Hanging Chads","Negative"
"18795","Democratic Senator Opposes Spending Bill Over Coal Miner Benefits as Senate Vote Looms","Neutral"
"18796","Confronting Racist Objects","Negative"
"18797","Everyday Racist Objects","Negative"
"18798","VMI Leader Defends Coloring as Stress Reliever for Cadets","Negative"
"18799","Justices Will Consider Forfeiture Dispute in Drug Case","Negative"
"18800","Prosecutors Push for Cellphone Evidence at Hernandez Trial","Neutral"
"18801","Detective   Cops  TV Presence Damaged Murder For Hire Case","Very Negative"
"18802","US Airstrike Killed Militant Linked to Charlie Hebdo Attack","Very Negative"
"18803","Man Sentenced to 4 Years in Prison in Texas Mosque Fire","Negative"
"18804","New CDC Data Understate Accidental Shooting Deaths of Kids","Negative"
"18805","Sound Engineer  Attorney Among Oakland Fire Victims","Neutral"
"18806","Bay St  Louis Officials Discuss Missing Money With US","Neutral"
"18807","4 More Zika Cases  Likely Homegrown  Found in Texas","Positive"
"18808","Mississippi Officials Discuss Missing Money With US","Neutral"
"18809","N Y  City to Pay  600 000 in Police Brutality Case","Negative"
"18810","Taylor Swift  Kenny Chesney Donate to Wildfire Fund","Positive"
"18811","Conspiracy Theorists   Pizzagate  Shooting Just a False Flag","Very Negative"
"18812","Ex Trader at Cantor Fitzgerald Indicted on Securities Fraud","Negative"
"18813","The Latest  Teen Used Metal Stick to Kill Counselor","Negative"
"18814","The Latest  Dakota Access Protesters Beginning to Leave","Neutral"
"18815","UPS Driver Helps Rescue Woman Being Held Captive","Positive"
"18816","Fisher Price Debunks Fake  Happy Hour Playset  Toy","Neutral"
"18817","Coastal Commission Fines Malibu Owners Over Beach Access","Neutral"
"18818","400 Year Old Heart of Catholic Saint Arrives in Shreveport","Positive"
"18819","Police  Aunt Trying to Scare Kids Fatally Hit Niece With Van","Very Negative"
"18820","Gov t  Takata Air Bag Recalls to Cover 42M Cars When Done","Neutral"
"18821","The Latest  Official Says Fridge Not Cause of Warehouse Fire","Neutral"
"18822","The Latest  Prison Commissioner  No Evidence Inmate Suffered","Neutral"
"18823","Turkeys Cause Power Outages in Oregon Town","Neutral"
"18824","Lynch to Visit Mosque Amid Spike in Anti Muslim Hate Crimes","Negative"
"18825","Obama Creates  Resilience Area  to Protect Bering Ecosystem","Positive"
"18826","EPA  Tests Show Lead in Some East Chicago Drinking Water","Positive"
"18827","Russian Hackers Acted to Aid Trump in Election  U S  Says","Neutral"
"18828","Biden Does Not See Trump Undoing Much of Environmental Record","Neutral"
"18829","Cops  Ex Chaplain Estranged From Family Kills Daughter  Self","Very Negative"
"18830","Man Convicted of Shooting 2 Officers During Ferguson Protest","Very Negative"
"18831"," I Had to Do It   Accused Gunman Says of South Carolina Church Attack","Very Negative"
"18832","24 Diamond  Field of Dreams  Baseball Complex Gets Go Ahead","Negative"
"18833","GOP s  Obamacare  Repeal Path Worries Health Care Industry","Negative"
"18834","Obama Orders Review of Election Season Hacking","Neutral"
"18835","Man Gets 19 45 Years in Michigan s  Baby Kate  Disappearance","Neutral"
"18836","Probe Underway of Alleged Doctored Albuquerque Police Videos","Neutral"
"18837","Virginia Marina Fire Destroys at Least a Dozen Boats","Neutral"
"18838","Wisconsin Judge Rejects Bid to Stop Election Recount","Negative"
"18839","Factbox  After U S  House Speaker Ryan  Trump to Meet Ex Rivals Fiorina  Santorum","Neutral"
"18840","Fukushima Radiation Detected on Oregon Shores","Neutral"
"18841","Hibbing Struggles With How It Should Honor Bob Dylan","Neutral"
"18842","The Latest  Trump Team Dismisses Report on Russian Hacking","Neutral"
"18843","Truck Holding  500 000 in Coach Bags Is Stolen in New Jersey","Negative"
"18844","2 Officers Resign Rather Than Face Firing in 2006 Beating","Neutral"
"18845","No New Local Zika Transmissions in Florida  Governor Says","Neutral"
"18846","Parole Board Rejects Mercy for Ohio Killer of 3 Year Old","Very Negative"
"18847","Oil Drilling Advocate to Be Trump Pick for Interior Department","Positive"
"18848","Pilot Who Died in North Dakota Crash Reported Onboard Fire","Very Negative"
"18849","Michigan Lets Autonomous Cars on Roads Without Human Driver","Positive"
"18850","Merchant Marine Academy Alumni Report Questions Abuse Risk","Very Negative"
"18851","Officials  South Beach Halts Zika s Spread  but Risks Remain","Negative"
"18852","The Latest  Senate Backs Water Bill  Sends to Obama","Neutral"
"18853","Funeral Service Held for Heisman Winner Rashaan Salaam","Neutral"
"18854","The Latest  Dylann Roof Had Hate Filled Journal in Car","Negative"
"18855","One Time Trump Adviser Page Sees Opportunities in Russia","Neutral"
"18856","Snow  Freezing Rain Hits Northwest","Negative"
"18857","US Wholesalers Cut Stockpiles  Clearing Way for New Orders","Neutral"
"18858","Factbox  Trump to Meet With U S  House Speaker Ryan  U S  Senator Manchin","Neutral"
"18859","Texas County Says  Abysmal Mismanagement  Led to Prison Riot","Very Negative"
"18860","1946 Atlanta Hotel Fire Echoed in Oakland Warehouse Disaster","Negative"
"18861","Markets Right Now  Stocks Extend Rally to New Highs","Positive"
"18862","The Latest  Michigan High Court Denies Vote Recount Appeal","Neutral"
"18863"," Secret Santa  Pays Off Meal Accounts at Pennsylvania School","Neutral"
"18864","Coca Cola Names Quincey as Next CEO  Kent Stays as Chairman","Neutral"
"18865","Women Sue Groom  Event Company After Being Hit by Drone","Negative"
"18866","The Latest  President Obama Orders Flags Lowered for Glenn","Neutral"
"18867","Examiner  Philadelphia Had 35 Drug Overdoses in 5 Days","Neutral"
"18868","Trump  U S  House Speaker Ryan Meet to Discuss Policy","Neutral"
"18869","Man Gets 2 Life Sentences for Killing Virginia State Trooper","Negative"
"18870","California Today  Is a U C  Education Affordable Anymore ","Neutral"
"18871","Bloodied Hog Carcass Dumped Outside Oklahoma Islamic Center","Negative"
"18872"," Today  Show s Savannah Guthrie Gives Birth to Boy","Neutral"
"18873","Women s Rights in Danger in U S  States and by Trump  Activist Gloria Steinem Warns","Negative"
"18874","Man Who Stabbed Girlfriend Expresses Remorse in 911 Call","Negative"
"18875","City Releases Recording of Ohio Officer Shooting Emirati Man","Neutral"
"18876","Dakota Access Pipeline Court Battle to Linger Into New Year","Neutral"
"18877","Critics  Alabama Execution Helps Case Against Sedative","Neutral"
"18878","Romney Niece McDaniel Is Favorite to Head Republican Party","Positive"
"18879","Exxon C E O  Said to Be Top Contender for Secretary of State  Giuliani Is Out","Neutral"
"18880","Ex NHL Player Stevens Pleads Guilty in Drug Conspiracy","Very Negative"
"18881","Activist Chicago Priest Reflects on City s  Shameful  Violent Year","Very Negative"
"18882","Taylor Swift  Zayn Malik Team Up for Surprise Duet Single","Positive"
"18883","Democrats Plot Uphill Fight Against Some Trump Nominations","Negative"
"18884","Under Trump  Congress Likely to Pull Plug on Medical Device Tax","Neutral"
"18885","Trump s EPA Pick May Struggle to Dismantle Obama s Environmental Legacy","Very Negative"
"18886","10 Things to Know for Today","Neutral"
"18887","Brit Fan Flies to NYC to Propose at  Ghostbusters  Firehouse","Neutral"
"18888","Missing Plane Likely Crashed Into Alaska Lake  Officials Say","Negative"
"18889","U S  Congress Passes  618 7 Billion Annual Defense Bill","Neutral"
"18890","Ohio Lawmakers Approve College Campus Concealed Carry Bill","Positive"
"18891","In Chicago  Bodies Pile Up at Intersection of  Depression and Rage ","Very Negative"
"18892","Teen Charged With Murder in Attack at Troubled Youth Ranch","Very Negative"
"18893","Washington State Suing Agrochemical Giant Over PCB Pollution","Neutral"
"18894","Oakland Artists Fear Crackdown After Ghost Ship Fire","Negative"
"18895","Voices From Artists Fearing Crackdowns on Artist Collectives","Neutral"
"18896","Firefighter  Warehouse Missing From Fire Inspection Records","Neutral"
"18897","Officials  Friendly Fire From Deputies Killed Police Dog","Neutral"
"18898","Issues Where Trump s Cabinet Picks and Most Americans Differ","Very Negative"
"18899","Lawyer  Reno Boy Shot by School Cop Had Been Bullied  Beaten","Negative"
"18900","Taliban Fighter Contests Attack Conviction  Seeks Immunity","Negative"
"18901","Dylann Roof Laughed During Church Slaying Confession to FBI","Negative"
"18902","Group Works to Reunite Pets  Owners After Tennessee Fires","Neutral"
"18903","Tourists Stream Back to Gatlinburg  but Rebuilding Looms","Neutral"
"18904","Trump Picks Fast Food Executive Andrew Puzder for Labor","Neutral"
"18905","Right to the End  Trump Campaign Spent Less Than Clinton s","Neutral"
"18906","Officer Slayings  Wreaked Havoc  on Rural Georgia Community","Very Negative"
"18907","Shutdown Averted  Senate Backs Stop Gap Spending Bill","Neutral"
"18908","New Coalition Will Push Back on Repeal of Obama Health Law","Neutral"
"18909","Trump Returns to Campaign Trail in Louisiana and Michigan","Neutral"
"18910","Big Business Warns Trump Against Mass Deportation","Neutral"
"18911","Chief of Staff Priebus  Some Trump Loyalists Still Dubious","Negative"
"18912","Trump Praises Michigan GOP While Weighing RNC Chairman Call","Neutral"
"18913","Michigan s Peppers Shocked to Be Heisman Trophy Finalist","Negative"
"18914","For U S  Veterans  Pipeline Protest Promises to Galvanize Activism","Negative"
"18915","Months After Brother Died at Pulse  Sister Reopens His Salon","Negative"
"18916","A Deadly District in Chicago","Negative"
"18917","Ohio Interstate Reopens 14 Hours After 50 Vehicle Pileup","Neutral"
"18918","Clinton Decries Rise of Fake News in Capitol Speech","Negative"
"18919","Coast Guard Suspends Search for 2 Crew Members Off Aleutians","Neutral"
"18920","Churches Vow to Offer Sanctuary to People in US Illegally","Negative"
"18921","Could Familial DNA Crack Case of Slain New York City Jogger ","Negative"
"18922","Wisconsin Recount Goes Ahead  Judge Mulls Pennsylvania Case","Neutral"
"18923"," Godspeed  John Glenn   Public Hails Hero of Space  Politics","Positive"
"18924","Quotes From John Glenn   Zero G and I Feel Fine  ","Positive"
"18925","Conjoined Twins Who Faced Each Other Separated in California Surgery","Neutral"
"18926","Inmate Coughs  Heaves During Alabama Execution Raising Ire Over Drug","Negative"
"18927","AP WAS THERE  John Glenn Blasts Off Into Orbit Around Earth","Neutral"
"18928","10 Things to Know About John Glenn  Who Has Died at 95","Negative"
"18929","All American John Glenn  Astronaut  Fighter Pilot  Senator","Neutral"
"18930","John Glenn  Astronaut and Senator  to Lie in State in Ohio","Negative"
"18931","Alabama Executes 45 Year Old Man Found Guilty in the 1994 Killing","Very Negative"
"18932","3  Bailey Kids  From  It s A Wonderful Life  at NY Festival","Positive"
"18933","Four Violent Crimes  You Decide the Sentence","Negative"
"18934","Woman Charged in Twin s Death in Hawaii OKs Extradition","Negative"
"18935","AP PHOTOS  Editor Selections From Latin America  Caribbean","Neutral"
"18936","Today in History","Neutral"
"18937","Ohio Passes Second  Less Restrictive  Abortion Bill","Very Negative"
"18938","Figures Show Trump Spent  66 Million of His Own Cash on Election Campaign","Neutral"
"18939","Donald Trump Calls Ohio State Attack a  Tragic Reminder  on Immigration","Very Negative"
